time,condition,side,time_to_press,x,y,z,statement,feedback
150.3148262500763,spontaneous,r,1.888,0.0513140345230897,0.125738387778342,0.384702688974963,2,-1
159.19276523590088,spontaneous,r,0.712,0.1813407332936862,0.0320494843198148,0.2776645190048551,0,-1
166.072758436203,spontaneous,l,0.838,0.0753398688877478,0.1572597039290719,0.1319056802609948,0,-1
172.06671023368835,spontaneous,l,0.859,0.01050276400485,0.2601113283767583,0.1846685941803544,3,-1
178.79163813591003,spontaneous,r,0.775,0.0513397260693336,0.2619070651464815,0.0522828634496051,3,-1
186.7107393741608,spontaneous,l,0.943,-0.1191715534215364,0.1678075960348977,0.0341185842949352,3,-1
196.80837059021,spontaneous,r,0.922,0.1657924138597878,0.1644326544488945,0.0189992846310295,3,-1
209.06872367858887,spontaneous,l,0.754,-0.1802934653123295,0.0485091458867839,0.2577480300390575,0,-1
219.8668131828308,spontaneous,r,0.67,0.1789753692938537,0.1839969370108125,0.1723002059314455,0,-1
229.46347332000727,spontaneous,l,1.132,-0.0547120245426425,0.184591422549675,0.2865132930040373,3,-1
235.5858132839203,spontaneous,r,0.754,0.0060951015931323,0.176579865501989,0.3069287649422509,3,-1
242.0601143836975,spontaneous,l,0.985,0.168976709870894,0.1893624902098712,0.2655604535669917,0,-1
248.06449699401853,spontaneous,r,0.859,0.0867068952623709,0.2426002102279897,0.1361838086235448,3,-1
253.46380496025083,spontaneous,r,0.775,0.0650974475260093,0.2335383594365436,0.2012401192800101,1,-1
262.6131989955902,spontaneous,b,0.67,0.117719841169476,0.0399193474366229,0.3569895001161016,2,-1
274.4161489009857,spontaneous,l,0.838,-0.0686690041968293,0.2517232073796679,0.2323667125277435,3,-1
284.0706374645233,spontaneous,r,0.838,0.1563697900570151,0.1836730057227828,0.3548907285583043,1,-1
290.52041578292847,spontaneous,r,0.943,0.0509917268317954,0.2534538837456701,0.2748638579511271,3,-1
297.36665511131287,spontaneous,l,0.775,0.0099174945850534,0.1600349828214513,0.04339754448028,2,-1
305.72347378730774,spontaneous,l,0.733,-0.1604912282948773,0.1225412815648652,0.1527612012419505,0,-1
315.1770508289337,spontaneous,r,0.712,0.2211429165600112,0.0794290948719159,0.1082653395544075,2,-1
325.87523341178894,spontaneous,l,0.712,-0.1771847456093819,0.1177647512429775,0.0728594485931585,2,-1
340.0607259273529,spontaneous,b,0.693,0.0540365883282054,0.08540353688901,0.0407865057165697,0,8
362.9284405708313,spontaneous,l,1.132,-0.1365108177664403,0.1709547936970865,0.0624709482231855,0,1
373.0437891483307,spontaneous,r,0.859,-0.0394085737032802,0.2534382740387714,0.3269097142155541,2,5
384.9871289730072,spontaneous,r,0.754,0.2249892791481657,0.0172833035500206,0.1768949340795089,2,3
395.9138557910919,spontaneous,r,0.67,0.2188598604082541,0.0698949707887647,0.1541723887092481,3,-1
410.37821531295776,spontaneous,l,0.796,-0.2190698458105904,0.0626350670171113,0.2893665299089635,3,-1
418.31343364715576,spontaneous,l,0.943,-0.0791754678647784,0.0817736338031363,0.2801301843298379,1,-1
430.7172617912293,spontaneous,r,0.838,0.2569390291148082,0.1032508997467127,0.2863529341726065,2,-1
444.9880456924439,spontaneous,l,0.775,-0.1400223456290379,0.0840375062466192,0.1453971742853331,0,2
451.03848528862,spontaneous,l,0.817,-0.2194209645894414,0.1080834541722569,0.1191172138184037,3,-1
458.1672194004059,spontaneous,l,0.817,-0.1600691683536346,0.1960578970209604,0.0481847245126855,1,-1
469.28434348106384,spontaneous,l,0.964,-0.2017501333066669,0.1595575853120888,0.2617076705183112,0,8
473.3758690357208,spontaneous,l,0.901,-0.192444397105965,0.1796500474975647,0.1779613182214371,1,-1
482.4729940891266,spontaneous,l,0.88,-0.0462936237611257,0.114423012007966,0.2121721692742736,3,3
492.9274032115936,spontaneous,b,0.754,0.0844411267897215,0.1693784101368499,0.3451675253098537,2,1
501.1648783683777,spontaneous,r,0.922,-0.1261138448423912,0.1643283721902865,0.2542480285622353,2,-1
505.3277277946472,spontaneous,r,0.859,-0.1336799110590418,0.2194504673842459,0.2561243693952215,2,-1
511.9381728172302,spontaneous,r,0.943,-0.1763802623574406,0.2062453025355718,0.3354198235793684,2,4
526.5507097244263,spontaneous,r,0.733,0.0611725877744299,0.2259830287011123,0.0826053422773667,1,11
536.8121182918549,spontaneous,l,0.922,-0.0962443919111439,0.2335434269892077,0.3087599445387853,2,-1
543.4802386760712,spontaneous,l,0.922,-0.0552426462739413,0.2301569177432244,0.2124559784699402,3,-1
550.2618453502655,spontaneous,r,0.67,0.1651799090889706,0.0580389779222541,0.1724752272956552,3,-1
559.1822593212128,spontaneous,r,0.901,0.0476854073068845,0.2351494049030593,0.3574001927485667,0,-1
564.7775502204895,spontaneous,r,0.88,0.093780212771163,0.2051641742584544,0.3076664680150854,1,-1
575.8909871578217,spontaneous,r,0.628,0.1051858301155514,0.050883901637745,0.0624480386438012,1,11
584.716511964798,spontaneous,r,0.754,0.0253242482289741,0.2041133247098001,0.1783949301945767,1,-1
593.6154255867004,spontaneous,l,0.649,-0.1925895650200288,0.1193139568944164,0.2428233397398493,3,-1
600.8168249130249,spontaneous,l,0.838,-0.0928718633377055,0.1743821484846265,0.0896154923502547,0,-1
613.945029258728,spontaneous,l,0.922,-0.2639544538562919,0.0620868936234115,0.3248169754591988,3,11
641.7710194587708,spontaneous,r,1.762,0.1140289239482331,0.2078534754153679,0.1681554831767076,1,10
651.8906781673431,spontaneous,r,0.712,0.2240525731331601,0.0997692053975106,0.0481269285666842,3,2
658.6641523838043,spontaneous,r,0.838,0.2288939498397309,0.0436905393626499,0.2091956614024588,1,-1
667.9236121177673,spontaneous,l,0.754,-0.0842257262259006,0.2088635781778001,0.1906130175922986,2,-1
673.7391111850739,spontaneous,r,0.964,-0.0228101108830438,0.1770454309215702,0.2405024623360335,0,-1
681.8981649875641,spontaneous,l,0.775,-0.01607073058616,0.1121935350168361,0.3264903791010751,3,1
690.8140614032745,spontaneous,l,0.754,-0.0945958459169202,0.0614162091795387,0.2104882598626778,3,-1
700.8723804950714,spontaneous,l,0.607,-0.0384547176476484,0.0922163839237208,0.063758909990842,1,-1
711.9183259010315,spontaneous,l,0.796,-0.2455516514426818,0.0230593331275997,0.0820299376365926,0,-1
720.8152678012848,spontaneous,l,0.775,-0.2242821701292869,0.105197785953761,0.3734353952834006,3,-1
