,kernel,pid,visit,accuracy,neg_log_loss,log_marginal_likelihood
189,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),33,1,,,-2.891350651197423
190,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),33,2,,,-3.6419454323100866
191,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),33,3,,,-3.003799883820255
192,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),35,1,,,-2.9808212523905206
193,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),35,2,,,-3.428398896430477
194,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),36,1,0.8206153846153846,-0.4792760154229028,-62.37608420907635
195,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),36,2,0.8532019704433497,-0.4309264305558994,-61.409835799877726
196,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),36,3,0.7501149425287357,-0.5677897900585172,-84.73988852676234
197,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),37,1,0.9444444444444444,-0.24823207672538167,-9.303296064689595
198,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),37,2,0.5511827956989247,-0.692760154644961,-100.8784422144994
199,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + 1**2 * DotProduct(sigma_0=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),37,3,0.5676136363636364,-0.6906654518486931,-108.1501678127558
200,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),21,1,0.9636243386243386,-0.1506532986798381,-18.070522853210186
201,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),21,2,,,-3.0058782708828797
202,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),21,3,,,-2.96202500734621
203,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),23,1,0.9652093596059114,-0.1598213625921102,-20.7268005303166
204,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),23,2,0.9459770114942527,-0.2155316194624815,-28.84349242825052
205,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),23,3,0.7827586206896552,-0.5275618106541871,-79.05777208743515
206,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),25,1,0.7038406827880512,-0.6242381297866105,-119.15192471815725
207,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),25,2,0.8048433048433047,-0.4581386040258664,-63.25207825147145
208,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),25,3,0.9545454545454546,-0.1559275987543918,-12.533583089803699
209,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),26,1,0.6142857142857142,-0.6718788623639942,-47.82520440023576
210,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),26,2,0.6820564516129032,-0.6148037969703732,-96.01767598670229
211,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),26,3,0.5976470588235294,-0.7002835094115178,-117.4413913496043
212,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),27,1,,,-3.0096372492226795
213,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),27,2,,,-3.01282913956854
214,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),27,3,,,-3.015822217142874
215,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),28,1,,,-2.9921455138003936
216,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),28,2,,,-2.99760016542233
217,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),28,3,,,-3.0226300131462134
218,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),29,1,0.9666666666666667,-0.17120994977746143,-9.693717790061168
219,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),29,2,0.968,-0.1428697639327229,-20.277578199837784
220,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),29,3,,,-2.9979774815685625
221,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),30,1,0.9659003831417624,-0.22608000294075933,-14.254710581479758
222,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),30,2,0.9663793103448276,-0.13196947117677613,-17.985780903154733
223,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),30,3,0.967741935483871,-0.2653245434533942,-7.9397652328926736
224,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),31,1,,,-2.97418109592165
225,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),31,2,,,-2.9884032236637665
226,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),31,3,,,-3.6128763311586
227,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),32,1,0.9861111111111112,-0.17669282701194217,-4.371891303962745
228,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),32,2,,,-3.05709665874563
229,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),33,1,,,-2.891350683591621
230,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),33,2,,,-3.6419455135475816
231,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),33,3,,,-3.0037908411660403
232,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),35,1,,,-2.980818926520066
233,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),35,2,,,-3.428398871036085
234,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),36,1,0.8206153846153846,-0.4787047294737465,-62.37607321050977
235,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),36,2,0.8532019704433497,-0.43091061482425924,-62.17990104108521
236,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),36,3,0.7501149425287357,-0.5644559222415761,-84.86711056940796
237,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),37,1,0.9444444444444444,-0.24823262416349798,-9.304319289430364
238,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),37,2,0.5578494623655914,-0.6894814345701928,-100.87844091548833
239,1**2 + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),37,3,0.5928030303030303,-0.6893451026223978,-108.90821520226216
240,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),21,1,0.9636243386243386,-0.139704566669259,-18.00061433430897
241,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),21,2,,,-3.545390238785661
242,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),21,3,,,-3.512832703556745
243,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),23,1,0.9652093596059114,-0.15684796789137884,-20.726805593653495
244,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),23,2,0.9528735632183908,-0.21645987340469075,-30.20448033366114
245,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),23,3,0.7197044334975369,-0.5627746643677682,-80.67632470674408
246,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),25,1,0.6823613086770982,-0.626564527911431,-120.2575759924941
247,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),25,2,0.8196581196581196,-0.4654118883445578,-64.32989467310276
248,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),25,3,0.9545454545454546,-0.19132603338804777,-15.376683381616742
249,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),26,1,0.5857142857142856,-0.6855170447416217,-47.82520807663191
250,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),26,2,0.694758064516129,-0.5968682713164458,-95.99055545588756
251,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),26,3,0.5805042016806723,-0.6857070379293256,-118.70950255832666
252,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),27,1,,,-3.5454301875858643
253,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),27,2,,,-3.5456070592936797
254,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),27,3,,,-3.5532464355225106
255,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),28,1,,,-3.5365304017556944
256,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),28,2,,,-3.5316690295120154
257,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),28,3,,,-3.5391195865495138
258,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),29,1,0.9666666666666667,-0.17049623649610796,-10.316485393526492
259,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),29,2,0.96,-0.15973627032908744,-20.298747416336532
260,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),29,3,,,-3.542407930213838
261,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),30,1,0.9659003831417624,-0.12048231573181727,-14.379910133724398
262,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),30,2,0.9663793103448276,-0.15820064371427112,-20.265315731247632
263,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),30,3,0.967741935483871,-0.17976324036937708,-11.729162440970459
264,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),31,1,,,-3.513004893418069
265,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),31,2,,,-3.527132875292564
266,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),31,3,,,-4.309386218498635
267,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),32,1,0.9861111111111112,-0.1626341250597108,-4.694463580079581
268,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),32,2,,,-3.5984489722637725
269,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),33,1,,,-3.4696978262440386
270,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),33,2,,,-4.306778915663822
271,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),33,3,,,-3.5469635510585684
272,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),35,1,,,-3.5314961436458434
273,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),35,2,,,-4.1372811629259685
274,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),36,1,0.8206153846153846,-0.47120196250177937,-62.67478526413283
275,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),36,2,0.8532019704433497,-0.41898862629008204,-62.17991176840973
276,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),36,3,0.7501149425287357,-0.5669447637413951,-84.78216170264673
277,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),37,1,0.9444444444444444,-0.24906231158535586,-9.51416156431889
278,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),37,2,0.558494623655914,-0.7034031012703759,-102.95121718489386
279,1**2 + 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),37,3,0.5490530303030303,-0.7007975558493985,-111.49579686853102
280,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),21,1,0.9636243386243386,-0.14331690854953705,-17.927969638390877
281,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),21,2,,,-3.0058781889924173
282,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),21,3,,,-2.962025061922748
283,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),23,1,0.9652093596059114,-0.159820825915243,-20.726803571448524
284,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),23,2,0.9459770114942527,-0.23074326495849648,-28.843492423811956
285,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),23,3,0.7827586206896552,-0.5190405190110974,-77.34739374284135
286,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),25,1,0.6877667140825036,-0.6115826171079114,-117.78660247039085
287,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),25,2,0.7974358974358975,-0.45949292898774907,-63.10519990272232
288,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),25,3,0.9545454545454546,-0.15592606441019682,-12.533603666692997
289,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),26,1,0.5857142857142856,-0.6855155189441362,-47.82521828554892
290,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),26,2,0.6758064516129032,-0.6079341681786585,-95.4662685009835
291,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),26,3,0.5976470588235294,-0.7002843363679896,-117.44139352769623
292,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),27,1,,,-3.0096383486963347
293,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),27,2,,,-3.012831073856722
294,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),27,3,,,-3.0158222175784215
295,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),28,1,,,-2.992147261481282
296,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),28,2,,,-2.9976121717254958
297,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),28,3,,,-3.0226326423959726
298,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),29,1,0.9666666666666667,-0.17121199620469715,-9.693718066576889
299,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),29,2,0.968,-0.14177253971718903,-20.190168332162738
300,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),29,3,,,-2.997981591813456
301,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),30,1,0.9659003831417624,-0.22607271143051674,-14.233853400711205
302,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),30,2,0.9663793103448276,-0.1319697968448986,-17.98577767445488
303,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),30,3,0.967741935483871,-0.21026935167295502,-7.939765047738815
304,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),31,1,,,-2.974181124053214
305,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),31,2,,,-2.98841648220783
306,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),31,3,,,-3.612876325751271
307,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),32,1,0.9861111111111112,-0.1766806409197434,-4.288951712786375
308,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),32,2,,,-3.0570966438870584
309,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),33,1,,,-2.8913506571856953
310,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),33,2,,,-3.641958486083052
311,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),33,3,,,-3.0037908377126787
312,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),35,1,,,-2.9808176284942056
313,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),35,2,,,-3.4283988746679066
314,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),36,1,0.8206153846153846,-0.47870329619821456,-62.376076079348785
315,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),36,2,0.8532019704433497,-0.43232884339283223,-62.17990319313034
316,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),36,3,0.7501149425287357,-0.5655663939211977,-84.7398871044757
317,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),37,1,0.9444444444444444,-0.2482316609192058,-9.301998992024325
318,1**2 + 1**2 * DotProduct(sigma_0=1) + 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1),37,2,0.5511827956989247,-0.6927529884830771,-100.87844283364821
